pt_num,service,resp_time,log_rt,boxcox_rt,queue_id
0,svc1,0.2733340450157586,0.2416386928631174,-1.0182914582689666,0
1,svc1,0.574465155331189,0.45391563068921614,-0.49856318981580283,0
2,svc1,0.25713799436071033,0.22883770429920408,-1.054713418827837,0
3,svc1,0.322904180611663,0.2798294566684162,-0.9143921897208488,0
4,svc1,0.37982633378224595,0.3219576461646271,-0.806478654037516,0
5,svc1,0.2173335626125506,0.19666286241006328,-1.1506320488346837,0
6,svc1,0.314582743974652,0.273519310315615,-0.9311174490332151,0
7,svc1,0.2530728923611397,0.22559884849253609,-1.0640737129362703,0
8,svc1,0.2807627416154467,0.24745579234552256,-1.002026230118505,0
9,svc1,0.24483979904716266,0.2190068461731468,-1.0833163899992921,0
10,svc1,0.2494275043631408,0.22268544989228686,-1.072545960531023,0
11,svc1,0.20506624256256556,0.18653453851262114,-1.1823351944520084,0
12,svc1,0.39962909707546856,0.33620727086050634,-0.7712721452923006,0
13,svc1,0.37326286822183474,0.31718956382973784,-0.8183942034903913,0
14,svc1,0.2956953419391404,0.25904749463122456,-0.9701088069754427,0
15,svc1,0.3077700851160844,0.2683234616794778,-0.9450124379233097,0
16,svc1,0.20649768981301686,0.18772169129704394,-1.178577171124415,0
17,svc1,0.16043522068311414,0.14879512499607747,-1.3086223170011877,0
18,svc1,0.3074467310885606,0.2680761750857482,-0.9456765924431952,0
19,svc1,0.398202089199711,0.3351871893012622,-0.7737730632828792,0
20,svc1,0.22395509911714498,0.20208749968944728,-1.1339723180670382,0
21,svc1,0.30723934704800593,0.2679175449215204,-0.9461027743580085,0
22,svc1,0.11546084291534942,0.10926763155389545,-1.4600143546224038,0
23,svc1,0.1566034095547265,0.14548761464938278,-1.3204197028479474,0
24,svc1,0.09547008105560534,0.09118356891421775,-1.5390618776574263,0
25,svc1,0.12310902607940902,0.11610075570944173,-1.4319987028357497,0
26,svc1,0.4494413487612843,0.3711782054779845,-0.6871810296120527,0
27,svc1,0.23706914039090055,0.2127449854545867,-1.1018440945473214,0
28,svc1,0.17237363933364652,0.1590304452395293,-1.2729330052901329,0
29,svc1,0.30194903972931364,0.2638624030275413,-0.957034483686463,0
30,svc1,0.26207529172266203,0.2327574229754203,-1.04346551377103,0
31,svc1,0.14834649606785927,0.13832307820020118,-1.3464541978828408,0
32,svc1,0.23872864957014844,0.21408557105047968,-1.0978565120109824,0
33,svc1,0.5058791166123316,0.40937685830236775,-0.5985215915862603,0
34,svc1,0.20728171403585482,0.18837131507721222,-1.1765255861139483,0
35,svc1,0.19978601761682116,0.18214322224064433,-1.196337753320499,0
36,svc1,0.5090074070516456,0.4114520883565977,-0.5937881547356195,0
37,svc1,0.534322565603308,0.42808895828660676,-0.5561210255933502,0
38,svc1,0.17334137979053918,0.15985555869440932,-1.2701070112883144,0
39,svc1,0.19419209826050468,0.17746988834492572,-1.2114209217780283,0
40,svc1,0.1278727859986131,0.12033336834588472,-1.415082732340983,0
41,svc1,0.22881850474335572,0.20605314249657652,-1.121926690826855,0
42,svc1,0.3075300264024482,0.26813988143700135,-0.9455054668800775,0
43,svc1,0.24249270265130254,0.21711960585373605,-1.0888742864860552,0
44,svc1,0.23521391256730154,0.21124416363758997,-1.1063221909626284,0
45,svc1,0.5800184055050605,0.4574364960248615,-0.49079631368079296,0
46,svc1,0.3457419516695239,0.2969454978870976,-0.869801314292337,0
47,svc1,0.18397953834849265,0.16888125451222225,-1.239657083107726,0
48,svc1,0.2253147118386034,0.20319771862492758,-1.1305888941098081,0
49,svc1,0.40975240681963243,0.3434140909706822,-0.7536849963717854,0
50,svc1,0.7524256323840866,0.5610009038673448,-0.26926239943006613,0
51,svc1,0.26083985632034096,0.2317780515510355,-1.0462678008583066,0
52,svc1,0.3310096494275843,0.2859377891444595,-0.8983521426661543,0
53,svc1,0.10423934912701727,0.09915672610228803,-1.5032511609330392,0
54,svc1,0.09271103671296309,0.08866179794893789,-1.5507421149454905,0
55,svc1,0.40106951776113714,0.3372358862245738,-0.7687532437631283,0
56,svc1,0.2750130066591507,0.24295637985965124,-1.014591967521261,0
57,svc1,0.09826853839954258,0.0937348836762383,-1.5274234564191849,0
58,svc1,0.18217169641765973,0.16735316767140396,-1.2447544518840077,0
59,svc1,0.4200814348593884,0.3507142184613345,-0.7360117856072889,0
60,svc1,0.23950548519631953,0.21471249781314247,-1.095995692538576,0
61,svc1,0.25185672036394713,0.22462782552520524,-1.066891887164978,0
62,svc1,0.19801881242292355,0.18066920276105197,-1.2010745795404938,0
63,svc1,0.4208146188645523,0.351230382381152,-0.7347674235391293,0
64,svc1,0.33292581106120056,0.28737638402973614,-0.8945953557955135,0
65,svc1,0.1804805538132352,0.16592160456847632,-1.2495508101642931,0
66,svc1,0.24119024063202799,0.21607079071234242,-1.0919726801002647,0
67,svc1,0.5130800332054729,0.4141473304366143,-0.5876523736409022,0
68,svc1,0.24423229545337272,0.218518709564171,-1.0847518200811375,0
69,svc1,0.21766928325039256,0.19693860799330945,-1.1497799788851841,0
70,svc1,0.11951146090401668,0.11289239452460587,-1.4450402614542208,0
71,svc1,0.1320856104728106,0.12406160454752416,-1.400440885769495,0
72,svc1,0.24018386799320468,0.21525964926413926,-1.0943737170257162,0
73,svc1,0.1904396821057608,0.1743227196433738,-1.2216879729169114,0
74,svc1,0.27512603079352704,0.24304502140647702,-1.014343421617557,0
75,svc1,0.3431211074539,0.29499609028397944,-0.874825357195843,0
76,svc1,0.3637876650204994,0.3102658764972273,-0.8358236526721876,0
77,svc1,0.3318992317116932,0.2866059173883524,-0.8966063994274277,0
78,svc1,0.13461022739553316,0.12628917996765224,-1.3918027256718706,0
79,svc1,0.18220089976056675,0.1673778704978161,-1.2446718656671245,0
80,svc1,0.2996256005828897,0.26207622343603254,-0.9618725178008666,0
81,svc1,0.34753928098176434,0.298280174383008,-0.8663693395677075,0
82,svc1,0.5651134666298239,0.44795832400279234,-0.5117469049893874,0
83,svc1,0.3442362080407186,0.2958259766890271,-0.872684904964892,0
84,svc1,0.3190743755884602,0.2769302600062912,-0.9220566217242294,0
85,svc1,0.23005167643217012,0.2070561818612775,-1.1188972785245277,0
86,svc1,0.3402996727376366,0.29289322533130496,-0.8802601802963057,0
87,svc1,0.21203664382212808,0.19230212136675262,-1.164183537717006,0
88,svc1,0.32515136385537247,0.28152668978563017,-0.9099208051507386,0
89,svc1,0.48175614137792727,0.39322796635609913,-0.6356374202255898,0
90,svc1,0.3213015081374124,0.27861724184161524,-0.9175927627689411,0
91,svc1,0.3871144784012399,0.32722567462553176,-0.7933938782842606,0
92,svc1,0.366389180569554,0.31217162581938046,-0.8310108832315389,0
93,svc1,0.23440852674350676,0.21059192964463097,-1.1082729212366786,0
94,svc1,0.5061269677363541,0.4095414337498544,-0.5981459156718316,0
95,svc1,0.21574074779950286,0.19535355999067172,-1.154685654838776,0
96,svc1,0.4100894210750619,0.3436531215813359,-0.753104091149148,0
97,svc1,0.24856216380618454,0.22199262029207076,-1.0745681846114559,0
98,svc1,0.364613249980138,0.3108710551425624,-0.8342940618504731,0
99,svc1,0.32734611314812345,0.2831815451154825,-0.9055719272907965,0
100,svc1,0.41323687917433505,0.3458827323796858,-0.7476928927773172,0
101,svc1,0.17996519467892896,0.1654849420077508,-1.2510179048514318,0
102,svc1,0.4052132454792598,0.34018906741069777,-0.7615376520970593,0
103,svc1,0.22825706335029286,0.20559614279325053,-1.1233092313616198,0
104,svc1,0.33371195740700504,0.28796600019573776,-0.8930578727923387,0
105,svc1,0.30070102921205355,0.2629033723627532,-0.9596303452801964,0
106,svc1,0.27370180336091904,0.24192746645690127,-1.0174799408383217,0
107,svc1,0.212646479679607,0.19280514451598554,-1.1626128990245608,0
108,svc1,0.26636638885603153,0.2361516885312793,-1.0337943741015323,0
109,svc1,0.3556399461006622,0.3042736277853702,-0.8510342150326982,0
110,svc1,0.40649828725821213,0.34110313121380315,-0.7593091297131278,0
111,svc1,0.21760540281375076,0.19688614538034677,-1.1499420476793583,0
112,svc1,0.4679322583365269,0.38385478358026026,-0.6574205030651653,0
113,svc1,0.21108697329276194,0.19151828139153862,-1.1666349252267172,0
114,svc1,0.28180978014142904,0.24827297006467683,-0.9997549404768409,0
115,svc1,0.1119162748718997,0.10608490061239194,-1.4733831068461798,0
116,svc1,0.47437241089416793,0.38823241510817513,-0.6472241879551086,0
117,svc1,0.3034932041352614,0.2650477408260538,-0.9538316724417313,0
118,svc1,0.13674852944583923,0.12817202007432493,-1.3845634177409065,0
119,svc1,0.2470410194325235,0.2207735606496889,-1.0781334085883942,0
120,svc1,0.34084200384083885,0.2932977777019137,-0.8792133785019522,0
121,svc1,0.39400020410563,0.33217745875555965,-0.7811690537740386,0
122,svc1,0.07718966776628135,0.07435549015873133,-1.6207745681859909,0
123,svc1,0.42016232431045425,0.35077117797463436,-0.7358744347495472,0
124,svc1,0.24868801600339033,0.222093412914556,-1.0742738123836106,0
125,svc1,0.18080953072627684,0.16620024624602722,-1.2486156346587745,0
126,svc1,0.36851188715318106,0.31372393572552676,-0.8270993384051541,0
127,svc1,0.20637107083819914,0.1876167382411639,-1.178908945439177,0
128,svc1,0.3535496084239876,0.30273048135769115,-0.8549707812429075,0
129,svc1,0.4651324813156718,0.3819456693125996,-0.6618799463386483,0
130,svc1,0.15038103298057431,0.1400932205230796,-1.3399586721095627,0
131,svc1,0.3631766002245065,0.30981771161732136,-0.8369571596483472,0
132,svc1,0.5695023218948927,0.45075857668386304,-0.5055431800066251,0
133,svc1,0.18723626320248243,0.17162813811482433,-1.2305510749030553,0
134,svc1,0.2428907619324921,0.21743992607012538,-1.0879293812851205,0
135,svc1,0.5225882776860561,0.4204117009808274,-0.5734421605124654,0
136,svc1,0.28160284313222445,0.2481115157535173,-1.0002034298252656,0
137,svc1,0.2520281233796737,0.22476473518894036,-1.0664942013587604,0
138,svc1,0.24471128106437387,0.2189036002635291,-1.08361987514165,0
139,svc1,0.19284731996614535,0.1763431550146249,-1.2150863519973711,0
140,svc1,0.2849622406059968,0.2507293331730282,-0.9929474110124517,0
141,svc1,0.22830511566567435,0.2056352643882975,-1.123190822108933,0
142,svc1,0.3414814977076813,0.2937745985466696,-0.8779803398345416,0
143,svc1,0.11538088658900997,0.109195948901275,-1.460313135931943,0
144,svc1,0.24962261618748316,0.22284159868108813,-1.0720905935042353,0
145,svc1,0.1987939799446583,0.18131603471324287,-1.198993652011204,0
146,svc1,0.4534899029411015,0.37396749427171655,-0.680601993311797,0
147,svc1,0.36950311947859704,0.3144479875414006,-0.8252774900843989,0
148,svc1,0.4579991969358648,0.37706508278786804,-0.673316315093199,0
149,svc1,0.31473763687901757,0.27363713004247114,-0.9308036781902752,0
150,svc1,0.2281472927738852,0.20550676778770058,-1.1235797822353863,0
151,svc1,0.2718618000457414,0.24048181125255272,-1.0215468948212452,0
152,svc1,0.21943715066902364,0.1983894003789925,-1.1453062577641742,0
153,svc1,0.2870435555347331,0.25234777072566916,-0.9884781143698751,0
154,svc1,0.14510089529625778,0.1354927512866963,-1.3569297703686851,0
155,svc1,0.3132018081407327,0.27246828354104213,-0.9339190273957046,0
156,svc1,0.31575130921407957,0.2744078402838077,-0.9287525776660558,0
157,svc1,0.14859066762839374,0.13853568441800576,-1.3456717877631692,0
158,svc1,0.1734623442894825,0.15995864741700613,-1.2697544488486954,0
159,svc1,0.09276195557624983,0.0887083955170392,-1.5505246446826235,0
160,svc1,0.561433650464125,0.44560440594109824,-0.5169711002409254,0
161,svc1,0.41270072649145373,0.3455032811927668,-0.7486128790418084,0
162,svc1,0.4449420019078759,0.3680691836709058,-0.6945352094340037,0
163,svc1,0.4513934055218767,0.3725240643224862,-0.6840043747612453,0
164,svc1,0.3840187879796199,0.32499143223311977,-0.7989331933579257,0
165,svc1,0.18354784253690637,0.16851657377411894,-1.2408714981254345,0
166,svc1,0.5879340099851388,0.4624338065365177,-0.47980348694566965,0
167,svc1,0.32908739020015537,0.2844925339275347,-0.9021342490228655,0
168,svc1,0.2992754766145083,0.261806783422658,-0.9626035549512963,0
169,svc1,0.1830727658854288,0.16811509272881048,-1.242209966121065,0
170,svc1,0.419679251764456,0.3504309670595414,-0.736694935175274,0
171,svc1,0.18977866256930756,0.1737672919827765,-1.223509360975905,0
172,svc1,0.2645272534553493,0.23469833964797773,-1.0379276246839397,0
173,svc1,0.31621773318549856,0.27476226996651887,-0.9278101492932412,0
174,svc1,0.46072869525567034,0.3789354175476044,-0.6689275156494714,0
175,svc1,0.22374172929783356,0.20191315634972082,-1.1345044306397745,0
176,svc1,0.17091308823400078,0.15778386173645154,-1.2772165054845583,0
177,svc1,0.29085793966663803,0.2553070668218849,-0.9803384020857944,0
178,svc1,0.344117815728204,0.2957378987710561,-0.8729119597253309,0
179,svc1,0.20911579903070945,0.18988934788195228,-1.1717447018591385,0
180,svc1,0.27467741767683873,0.24269314085538093,-1.015330312698627,0
181,svc1,0.376825955360861,0.319780817684665,-0.8119099200207861,0
182,svc1,0.5111169141545406,0.41284905564774155,-0.590606264187041,0
183,svc1,0.2481400967411912,0.22165452065104962,-1.0755560775280681,0
184,svc1,0.33269865323049497,0.2872059490458902,-0.8950400258497209,0
185,svc1,0.35883239466375066,0.3066257976616674,-0.8450492992986576,0
186,svc1,0.38059169541401927,0.32251217206852323,-0.8050973974923827,0
187,svc1,0.4669143323090797,0.3831611009383735,-0.6590399510261661,0
188,svc1,0.22875012364148947,0.20599749310303034,-1.1220949673633347,0
189,svc1,0.3179872746815342,0.27610578101210775,-0.9242424167281604,0
190,svc1,0.15195178599968637,0.1414577089670343,-1.3349804486613652,0
191,svc1,0.44243860529291923,0.3663351571722924,-0.6986466819973308,0
192,svc1,0.12158666376179515,0.11474434685819931,-1.4374886442630843,0
193,svc1,0.34846218205458496,0.2989648187509908,-0.8646112828057879,0
194,svc1,0.4570183914573327,0.3763921499592981,-0.674897265390874,0
195,svc1,0.3432137164096951,0.295065038469447,-0.8746474313589149,0
196,svc1,0.21252278189529364,0.19270313284498136,-1.1629312614255105,0
197,svc1,0.1728732868084536,0.15945653895000125,-1.2714727295275827,0
198,svc1,0.24283377210712953,0.2173940723766914,-1.0880646045803846,0
199,svc1,0.19991436538441018,0.18225019206789497,-1.1959947273873412,0
200,svc1,0.5278944658719148,0.4238906215213527,-0.5655805260984362,0
201,svc1,0.33874151674349573,0.29173000606020816,-0.8832733953720814,0
202,svc1,0.17835198750502096,0.1641168415353336,-1.2556269403175353,0
203,svc1,0.45185374118157534,0.3728411821152853,-0.683256476048014,0
204,svc1,0.3800538544314469,0.3221225233579836,-0.8060678676728584,0
205,svc1,0.5408209098685236,0.432315332756586,-0.5466285145630643,0
206,svc1,0.41064124181739037,0.3440443824391182,-0.7521535569550165,0
207,svc1,0.5403350977786184,0.4319999887151123,-0.5473357523672964,0
208,svc1,0.3238006008310481,0.2805068425710278,-0.9126062463053882,0
209,svc1,0.3714536927884378,0.31587126690894685,-0.8217011023759417,0
210,svc1,0.26036259001215006,0.23139944941649762,-1.047352533946313,0
211,svc1,0.27601115352061767,0.24373892588801457,-1.0123991431974493,0
212,svc1,0.18381531533919895,0.1687425406288796,-1.240118858005833,0
213,svc1,0.36221227688777047,0.30911005232871314,-0.838748321809854,0
214,svc1,0.38332055382718844,0.32448680733461166,-0.8001863526440184,0
215,svc1,0.17858103882611476,0.1643112054135226,-1.2549709800602822,0
216,svc1,0.2208385421396679,0.1995379522650195,-1.1417755423903382,0
217,svc1,0.23112063181369927,0.2079248373756956,-1.1162792921869908,0
218,svc1,0.18438799665176578,0.1692261826547396,-1.2385096388827506,0
219,svc1,0.13556551054315386,0.12713077402404205,-1.3885599638159787,0
220,svc1,0.27826501975729706,0.24550370515912145,-1.0074653807818152,0
221,svc1,0.22554016677088018,0.2033816992717464,-1.1300290508108917,0
222,svc1,0.33940063924030617,0.2922222297524014,-0.8819977313508732,0
223,svc1,0.18902741961058023,0.173135678511355,-1.225584061208559,0
224,svc1,0.27096099641557686,0.23977330441589828,-1.0235440673295073,0
225,svc1,0.18240248732787226,0.16754837483600193,-1.244102002116446,0
226,svc1,0.24270084478360912,0.21728711162648207,-1.0883800848086138,0
227,svc1,0.2895506355884478,0.2542938131824609,-0.9831207453676286,0
228,svc1,0.21771475956692693,0.19697595431384046,-1.1496646202263423,0
229,svc1,0.3162596735629438,0.27479413377461176,-0.9277254486744752,0
230,svc1,0.44011569965045566,0.36472345733974665,-0.7024744469488002,0
231,svc1,0.280944843680553,0.24759796475150558,-1.0016308339461797,0
232,svc1,0.46260907697120585,0.3802218798871491,-0.6659132502533509,0
233,svc1,0.36921772415513787,0.3142395724886904,-0.8258017299313903,0
234,svc1,0.47925540050506055,0.39153885340799566,-0.6395494370734365,0
