temperature,failure_pctg,data_source,pt_num,ols_fit
79.74268764013695,0.008035413033685563,overall,0,0.00975325026230917
79.77522277596665,0.013662882776953551,overall,1,0.009762414298821345
80.86731073349083,0.000837647243484198,overall,2,0.010070018175738897
80.32169008000862,0.012346368580599142,overall,3,0.009916335473552614
80.01306969772155,0.0060242850612808865,overall,4,0.009829407652919465
80.04019048213918,0.007696242101778624,overall,5,0.009837046651568275
79.6013055058244,0.0038810118882299394,overall,6,0.009713427744038746
79.68595678278268,0.023004913398652925,overall,7,0.009737271117458429
79.82688628407223,0.005587422025994394,overall,8,0.009776966144466144
80.48404243812317,0.013033101284783704,overall,9,0.009962064587621373
80.35280868605676,0.017414833229109142,overall,10,0.009925100522007483
78.9216516128591,0.0007826670067483757,overall,11,0.009521992456250941
80.47529973092016,0.02380327790826052,overall,12,0.009959602065613074
80.2690942637259,0.005829783496865641,overall,13,0.009901521028537684
79.77460340320881,0.0017372477807022153,overall,14,0.009762239842670396
80.27541620697707,0.03462955964182593,overall,15,0.009903301704022946
79.62021830888598,0.02433925856008584,overall,16,0.009718754834686564
80.61188000411663,0.008637327245026792,overall,17,0.009998072063616659
79.92008970759844,0.03614690094629895,overall,18,0.0098032183654719
79.27207668593347,0.010759127148520975,overall,19,0.009620695230422324
80.60426180823141,0.02475855509681249,overall,20,0.009995926278038433
79.13923628316142,0.021119505731019853,overall,21,0.009583278626180474
79.99705169072041,0.006526496129228489,overall,22,0.009824895927448918
80.43514719115778,0.008776085193069503,overall,23,0.00994829246658866
79.36722698990555,0.0026975945472399736,overall,24,0.009647495821153174
79.29758551428209,0.010897236285312419,overall,25,0.009627880196103519
79.85023233036296,0.0046487504126963616,overall,26,0.009783541928312352
80.48134271339264,0.005496782975654492,overall,27,0.009961304167374998
80.06113179107136,0.00602889355099713,overall,28,0.009842945103035383
80.7011445847036,0.007747344195068212,overall,29,0.010023214847099246
79.75196297880102,0.001098486933336128,overall,30,0.009755862808407801
79.68323868186327,0.0021385631088799103,overall,31,0.009736505521267298
80.18289380830477,0.0035628331700321815,overall,32,0.009877241304457848
79.62211762827727,0.0005213507595046122,overall,33,0.009719289808087046
79.7898583418703,0.0200975086939959,overall,34,0.00976653663785258
79.31664922367328,0.0186996415903993,overall,35,0.009633249791910119
80.62205168385341,0.004536175792356907,overall,36,0.010000937078380573
79.75177451169077,0.0031905159903560716,overall,37,0.009755809723660016
80.16868845700238,0.006859854064468558,overall,38,0.009873240142185628
79.46570290393116,0.002864663310682354,overall,39,0.009675233122648513
81.41541778338757,0.002821619558342883,overall,40,0.010224401210871257
80.51542040414115,0.01828085138938142,overall,41,0.0099709026889212
79.05060000637661,0.0020291411021421514,overall,42,0.009558312814418978
79.79703948382881,0.0017117730523240852,overall,43,0.009768559320267411
79.64695721697117,0.0006121637776501024,overall,44,0.00972628627181567
79.75660380180139,0.0038993938131697166,overall,45,0.009757169969737774
80.94055124860627,0.025323166717841798,overall,46,0.010090647527286755
80.15626557426273,0.000936770805208174,overall,47,0.009869741040426582
80.85868848685153,0.006113636146690568,overall,48,0.010067589583357019
79.6603976411268,0.022731181495570258,overall,49,0.00973007198023705
79.54516901447451,0.01591049161864691,overall,50,0.009697616011790618
79.43965012800986,0.00039657959495552087,overall,51,0.009667894945514845
80.12377853584738,0.00568441103030667,overall,52,0.009860590551313242
79.90256760135871,0.0007188325880252742,overall,53,0.009798282986618974
80.37135666204881,0.007661513951270713,overall,54,0.009930324853330631
79.907966675011,0.0036012385337588484,overall,55,0.009799803721259224
79.88016880814943,0.004526884750447206,overall,56,0.00979197401161199
80.39686680439112,0.012230660592179306,overall,57,0.009937510189118972
79.8995695460618,0.007252382263186545,overall,58,0.009797438536841655
80.19022850628996,0.0025454486374598584,overall,59,0.009879307238360625
79.90555892234802,0.029132312790008514,overall,60,0.009799125539571853
80.44448561640911,0.005286704075107383,overall,61,0.00995092278202417
80.8864837070464,0.022188461828098135,overall,62,0.010075418547528641
80.31517882337226,0.007747184102334206,overall,63,0.009914501474952821
79.30574398533523,0.039782032813528205,overall,64,0.009630178158743228
80.02111932708335,0.01075239222970146,overall,65,0.00983167495857226
79.82628123998694,0.007528045648050138,overall,66,0.009776795724212849
79.34998014662776,0.0015598943205615376,overall,67,0.009642637974474904
80.6053131831268,0.0028116780353598203,overall,68,0.009996222414436316
80.42544261341251,0.01531712137235246,overall,69,0.009945559018501691
79.36925092238702,0.012190152450854506,overall,70,0.009648065893804953
79.73268029289626,0.006784638625793529,overall,71,0.009750431534396564
79.93410589878422,0.012460910631835664,overall,72,0.009807166247800115
80.036284696024,0.016021696012105905,overall,73,0.009835946525023375
79.59015171353929,0.002669374391414221,overall,74,0.009710286101714429
80.12519974848946,0.0026493796375449607,overall,75,0.009860990858372413
79.95155759825649,0.02500840391441511,overall,76,0.00981208179547142
79.98397378444595,0.005459825517071396,overall,77,0.009821212327932713
80.83417434562054,0.006609191333304172,overall,78,0.010060684787062906
80.41110957389648,0.0031027202976880246,overall,79,0.009941521890820934
80.33209203961728,7.68087662109589e-05,overall,80,0.009919265350291128
79.98278323999516,0.000448433094500574,overall,81,0.009820876992224463
80.69629087269604,0.0074333473032685594,overall,82,0.010021847722207261
80.6646218666083,0.006462116754725439,overall,83,0.01001292764486038
79.87565671785532,0.00994607628358085,overall,84,0.009790703109888456
80.10223399324097,0.040646125717931164,overall,85,0.009854522189523806
79.82451642481828,0.0006641160639340826,overall,86,0.009776298636057832
80.0287439418864,0.012490584646065412,overall,87,0.009833822552140397
79.70400586521052,0.03382433009951307,overall,88,0.009742354927504459
79.40989873173893,0.009568852652353079,overall,89,0.009659514993356601
79.47424804365959,0.0021008355756466776,overall,90,0.00967763999664722
80.99866662280205,0.005314493607822628,overall,91,0.010107016643243006
79.87944996456531,0.0035382527056617105,overall,92,0.009791771537926744
80.55190444358593,0.009850086355248614,overall,93,0.009981178996705297
80.33510227476806,0.0121081036220571,overall,94,0.009920113230717275
80.55792670275349,0.00636213184130722,overall,95,0.009982875261420042
80.21006413790454,0.02699811130466399,overall,96,0.009884894258292231
79.61159594243084,0.0007592420357403093,overall,97,0.00971632620855665
79.17500088301828,0.007289036095793884,overall,98,0.009593352292405414
79.23236627645073,0.008588987195718526,overall,99,0.009609510164396538
79.84192338389128,0.00937872967562441,overall,100,0.009781201581886794
80.14935088203795,0.013135603744550781,overall,101,0.009867793407801041
80.44794792617684,0.01132997085277738,overall,102,0.009951897996429112
79.8287945402933,0.0005363067713534809,overall,103,0.009777503635066338
80.03939026213467,0.01141776795187904,overall,104,0.009836821256924854
79.52364919994213,0.0016395770599350484,overall,105,0.009691554615055034
80.04224388397814,0.0053697739832607675,overall,106,0.009837625024731523
80.1286499051772,0.020456435743432828,overall,107,0.009861962649669815
80.96255569509151,0.004335613335052896,overall,108,0.010096845428290655
79.5169193024185,0.00332230752783171,overall,109,0.009689659032785071
80.49788019718682,0.005913798075585879,overall,110,0.009965962211715204
80.30497045109252,0.006673766785687509,overall,111,0.009911626125152806
79.72658764028694,0.010928052943131854,overall,112,0.009748715442253595
79.85709041908473,0.008808944801163787,overall,113,0.00978547361766441
80.26452236006438,0.006231353570979099,overall,114,0.009900233279431498
79.76806344966948,0.0036728838602933227,overall,115,0.00976039776113319
80.58673661204956,0.013389093962813474,overall,116,0.00999099002885435
80.26060573014374,0.02101898117704062,overall,117,0.009899130098556972
80.52552314052296,0.015083305160173704,overall,118,0.009973748284696807
79.86134487065627,0.002128023847902851,overall,119,0.009786671951359556
80.42288650479328,0.013878682354154459,overall,120,0.009944839050008604
79.9856322681405,0.017537442777745167,overall,121,0.009821679466143271
80.26142576173899,0.0027498945349120024,overall,122,0.009899361073448838
79.4628032698261,0.013913284185148112,overall,123,0.009674416394759322
80.24920769635743,0.0005257037923196684,overall,124,0.009895919661743942
79.18065510719447,0.005969768576923809,overall,125,0.009594944894233475
79.99170013345869,0.0004041777479964474,overall,126,0.009823388576552948
79.82209196924252,0.012462687845400474,overall,127,0.009775615749730427
80.15948327782196,0.0030319078913574635,overall,128,0.009870647357617219
79.19198668787907,0.013151693962588345,overall,129,0.00959813661347749
80.36263347998154,0.002150016095974271,overall,130,0.009927867830886181
79.9777360206831,0.0028130415802064363,overall,131,0.009819455362934123
79.76619951334904,0.00359461498929526,overall,132,0.009759872753935238
79.81204567937903,0.0012442170091397748,overall,133,0.009772786053011075
80.15613995821242,0.011301958765632012,overall,134,0.009869705658675678
79.36136563303431,0.0037249676021232133,overall,135,0.009645844877119619
79.8821555028434,0.009216982325688225,overall,136,0.009792533595650901
80.04721402853353,0.0005363445839769099,overall,137,0.009839024944695426
79.2532979241217,0.004628277673245442,overall,138,0.009615405894616342
79.6439668479564,0.001106006598845534,overall,139,0.009725443987001503
80.02115107577373,0.02762989632381494,overall,140,0.009831683901093949
80.05399410890168,0.004246866529057042,overall,141,0.009840934661758676
80.97133977106333,0.0059442603758995,overall,142,0.01009931960246816
79.6942103469155,0.00039405701967025366,overall,143,0.00973959586457074
79.90034573982435,0.014967938134739938,overall,144,0.009797657164113347
80.54881269738412,0.0007751573420681555,overall,145,0.009980308157400123
79.85887004612904,0.004612111328679203,overall,146,0.009785974877818895
79.7612991364528,0.031561513411185724,overall,147,0.009758492485137974
80.4143513747628,0.0008271757622304017,overall,148,0.009942434995399924
80.03520109751084,0.0013608703290624686,overall,149,0.009835641312332973
80.97574091190867,0.034766880616283136,overall,150,0.010100559253521503
79.87960797412512,0.02150710115337455,overall,151,0.009791816043822862
80.40866571414966,0.0074867042691730504,overall,152,0.009940833539001296
80.47440664182848,0.00585441979328585,overall,153,0.009959350512919777
80.9507759540149,0.00038273343284024277,overall,154,0.010093527477571316
80.28095236003196,0.009536418542560923,overall,155,0.009904861049248906
79.49800495351724,0.0017674457576066541,overall,156,0.009684331506727014
80.51807514683316,0.0022805583680996365,overall,157,0.009971650439263699
79.83170172872454,0.03153300609711728,overall,158,0.00977832249075119
80.00031234356445,0.008081881983587525,overall,159,0.00982581434198613
80.44800109948798,0.0017843611531847459,overall,160,0.009951912973534706
81.01270792588545,0.0010787521449043002,overall,161,0.01011097159873507
79.95861718865144,0.005143111159878569,overall,162,0.009814070240962444
79.10310020835739,0.00501355181800034,overall,163,0.009573100328150798
79.98396071343927,0.017920440793643647,overall,164,0.009821208646276577
79.14542335099077,0.009316387713581726,overall,165,0.009585021311866134
79.70641223367981,0.001955033263325312,overall,166,0.009743032719311746
79.82304682176522,0.0016339147777158984,overall,167,0.009775884699072685
79.92491269152197,0.0019328265689443898,overall,168,0.009804576835312143
78.81817900460585,0.005705358343666314,overall,169,0.009492847756655839
79.72256866739353,0.00984700916492529,overall,170,0.009747583434859207
80.39336783820494,0.014672189613294416,overall,171,0.009936524649852964
81.27106003833137,0.0055486344685951195,overall,172,0.010183740564687566
79.12185869709991,0.0028923451072282343,overall,173,0.009578383953725603
80.18772159037763,0.0010678464700415325,overall,174,0.009878601125772877
79.8680442059648,0.013819386094754724,overall,175,0.009788558925297392
79.15340028334106,0.051331034836797705,overall,176,0.009587268141253777
80.39331557379664,0.016776453388569115,overall,177,0.009936509928754259
